product_key,productnumber,product_name,color,size,productline,class,style,listprice,standardcost,makeflag,productsubcategoryid,subcategory_name,productcategoryid,category_name
434,LJ-7161,Thin-Jam Lock Nut 7,,,,,,0,0,f,,Unassigned,,Uncategorized
435,LJ-7162,Thin-Jam Lock Nut 8,,,,,,0,0,f,,Unassigned,,Uncategorized
436,LJ-9080,Thin-Jam Lock Nut 12,,,,,,0,0,f,,Unassigned,,Uncategorized
437,LJ-9161,Thin-Jam Lock Nut 11,,,,,,0,0,f,,Unassigned,,Uncategorized
438,LN-1024,Lock Nut 5,,,,,,0,0,f,,Unassigned,,Uncategorized
439,LN-1032,Lock Nut 6,,,,,,0,0,f,,Unassigned,,Uncategorized
440,LN-1213,Lock Nut 16,,,,,,0,0,f,,Unassigned,,Uncategorized
441,LN-1220,Lock Nut 17,,,,,,0,0,f,,Unassigned,,Uncategorized
442,LN-1224,Lock Nut 7,,,,,,0,0,f,,Unassigned,,Uncategorized
443,LN-1420,Lock Nut 8,,,,,,0,0,f,,Unassigned,,Uncategorized
444,LN-1428,Lock Nut 9,,,,,,0,0,f,,Unassigned,,Uncategorized
445,LN-3410,Lock Nut 22,,,,,,0,0,f,,Unassigned,,Uncategorized
446,LN-3416,Lock Nut 23,,,,,,0,0,f,,Unassigned,,Uncategorized
447,LN-3816,Lock Nut 12,,,,,,0,0,f,,Unassigned,,Uncategorized
448,LN-3824,Lock Nut 13,,,,,,0,0,f,,Unassigned,,Uncategorized
449,LN-4400,Lock Nut 1,,,,,,0,0,f,,Unassigned,,Uncategorized
450,LN-5161,Lock Nut 10,,,,,,0,0,f,,Unassigned,,Uncategorized
451,LN-5162,Lock Nut 11,,,,,,0,0,f,,Unassigned,,Uncategorized
452,LN-5400,Lock Nut 2,,,,,,0,0,f,,Unassigned,,Uncategorized
453,LN-5811,Lock Nut 20,,,,,,0,0,f,,Unassigned,,Uncategorized
454,LN-5818,Lock Nut 21,,,,,,0,0,f,,Unassigned,,Uncategorized
455,LN-6320,Lock Nut 3,,,,,,0,0,f,,Unassigned,,Uncategorized
456,LN-7161,Lock Nut 14,,,,,,0,0,f,,Unassigned,,Uncategorized
457,LN-7162,Lock Nut 15,,,,,,0,0,f,,Unassigned,,Uncategorized
458,LN-8320,Lock Nut 4,,,,,,0,0,f,,Unassigned,,Uncategorized
459,LN-9080,Lock Nut 19,,,,,,0,0,f,,Unassigned,,Uncategorized
460,LN-9161,Lock Nut 18,,,,,,0,0,f,,Unassigned,,Uncategorized
461,LR-2398,Lock Ring,Silver,,,,,0,0,f,,Unassigned,,Uncategorized
462,LR-8520,Lower Head Race,,,,,,0,0,f,,Unassigned,,Uncategorized
463,LW-1000,Lock Washer 4,,,,,,0,0,f,,Unassigned,,Uncategorized
464,LW-1200,Lock Washer 5,,,,,,0,0,f,,Unassigned,,Uncategorized
465,LW-1201,Lock Washer 10,,,,,,0,0,f,,Unassigned,,Uncategorized
466,LW-1400,Lock Washer 6,,,,,,0,0,f,,Unassigned,,Uncategorized
467,LW-3400,Lock Washer 13,,,,,,0,0,f,,Unassigned,,Uncategorized
468,LW-3800,Lock Washer 8,,,,,,0,0,f,,Unassigned,,Uncategorized
469,LW-4000,Lock Washer 1,,,,,,0,0,f,,Unassigned,,Uncategorized
470,LW-5160,Lock Washer 7,,,,,,0,0,f,,Unassigned,,Uncategorized
471,LW-5800,Lock Washer 12,,,,,,0,0,f,,Unassigned,,Uncategorized
472,LW-6000,Lock Washer 2,,,,,,0,0,f,,Unassigned,,Uncategorized
473,LW-7160,Lock Washer 9,,,,,,0,0,f,,Unassigned,,Uncategorized
474,LW-8000,Lock Washer 3,,,,,,0,0,f,,Unassigned,,Uncategorized
475,LW-9160,Lock Washer 11,,,,,,0,0,f,,Unassigned,,Uncategorized
476,MA-7075,Metal Angle,,,,,,0,0,f,,Unassigned,,Uncategorized
477,MB-2024,Metal Bar 1,,,,,,0,0,f,,Unassigned,,Uncategorized
478,MB-6061,Metal Bar 2,,,,,,0,0,f,,Unassigned,,Uncategorized
479,MP-2066,Metal Plate 2,,,,,,0,0,f,,Unassigned,,Uncategorized
480,MP-2503,Metal Plate 1,,,,,,0,0,f,,Unassigned,,Uncategorized
481,MP-4960,Metal Plate 3,,,,,,0,0,f,,Unassigned,,Uncategorized
482,MS-0253,Metal Sheet 2,,,,,,0,0,f,,Unassigned,,Uncategorized
483,MS-1256,Metal Sheet 3,,,,,,0,0,f,,Unassigned,,Uncategorized
484,MS-1981,Metal Sheet 7,,,,,,0,0,f,,Unassigned,,Uncategorized
485,MS-2259,Metal Sheet 4,,,,,,0,0,f,,Unassigned,,Uncategorized
486,MS-2341,Metal Sheet 5,,,,,,0,0,f,,Unassigned,,Uncategorized
487,MS-2348,Metal Sheet 6,,,,,,0,0,f,,Unassigned,,Uncategorized
488,MS-6061,Metal Sheet 1,,,,,,0,0,f,,Unassigned,,Uncategorized
489,MT-1000,Metal Tread Plate,,,,,,0,0,f,,Unassigned,,Uncategorized
490,NI-4127,LL Nipple,,,,L ,,0,0,f,,Unassigned,,Uncategorized
491,NI-9522,HL Nipple,,,,,,0,0,f,,Unassigned,,Uncategorized
492,PA-187B,Paint - Black,,,,,,0,0,f,,Unassigned,,Uncategorized
493,PA-361R,Paint - Red,,,,,,0,0,f,,Unassigned,,Uncategorized
494,PA-529S,Paint - Silver,,,,,,0,0,f,,Unassigned,,Uncategorized
495,PA-632U,Paint - Blue,,,,,,0,0,f,,Unassigned,,Uncategorized
496,PA-823Y,Paint - Yellow,,,,,,0,0,f,,Unassigned,,Uncategorized
497,PB-6109,Pinch Bolt,,,,,,0,0,f,,Unassigned,,Uncategorized
504,RA-2345,Cup-Shaped Race,,,,,,0,0,f,,Unassigned,,Uncategorized
505,RA-7490,Cone-Shaped Race,,,,,,0,0,f,,Unassigned,,Uncategorized
506,RF-9198,Reflector,,,,,,0,0,f,,Unassigned,,Uncategorized
507,RM-M464,LL Mountain Rim,,,,L ,,0,0,f,,Unassigned,,Uncategorized
508,RM-M692,ML Mountain Rim,,,,M ,,0,0,f,,Unassigned,,Uncategorized
509,RM-M823,HL Mountain Rim,,,,,,0,0,f,,Unassigned,,Uncategorized
510,RM-R436,LL Road Rim,,,,L ,,0,0,f,,Unassigned,,Uncategorized
511,RM-R600,ML Road Rim,,,,M ,,0,0,f,,Unassigned,,Uncategorized
512,RM-R800,HL Road Rim,,,,,,0,0,f,,Unassigned,,Uncategorized
513,RM-T801,Touring Rim,,,,,,0,0,f,,Unassigned,,Uncategorized
514,SA-M198,LL Mountain Seat Assembly,,,,L ,,133.34,98.77,t,,Unassigned,,Uncategorized
515,SA-M237,ML Mountain Seat Assembly,,,,M ,,147.14,108.99,t,,Unassigned,,Uncategorized
516,SA-M687,HL Mountain Seat Assembly,,,,,,196.92,145.87,t,,Unassigned,,Uncategorized
517,SA-R127,LL Road Seat Assembly,,,,L ,,133.34,98.77,t,,Unassigned,,Uncategorized
518,SA-R430,ML Road Seat Assembly,,,,M ,,147.14,108.99,t,,Unassigned,,Uncategorized
519,SA-R522,HL Road Seat Assembly,,,,,,196.92,145.87,t,,Unassigned,,Uncategorized
520,SA-T467,LL Touring Seat Assembly,,,,L ,,133.34,98.77,t,,Unassigned,,Uncategorized
521,SA-T612,ML Touring Seat Assembly,,,,M ,,147.14,108.99,t,,Unassigned,,Uncategorized
522,SA-T872,HL Touring Seat Assembly,,,,,,196.92,145.87,t,,Unassigned,,Uncategorized
523,SD-2342,LL Spindle/Axle,,,,L ,,0,0,f,,Unassigned,,Uncategorized
524,SD-9872,HL Spindle/Axle,,,,,,0,0,f,,Unassigned,,Uncategorized
525,SH-4562,LL Shell,,,,L ,,0,0,f,,Unassigned,,Uncategorized
526,SH-9312,HL Shell,,,,,,0,0,f,,Unassigned,,Uncategorized
527,SK-9283,Spokes,,,,,,0,0,f,,Unassigned,,Uncategorized
528,SL-0931,Seat Lug,,,,,,0,0,f,,Unassigned,,Uncategorized
529,SM-9087,Stem,,,,,,0,0,t,,Unassigned,,Uncategorized
530,SP-2981,Seat Post,,,,,,0,0,f,,Unassigned,,Uncategorized
531,SR-2098,Steerer,,,,,,0,0,t,,Unassigned,,Uncategorized
532,SS-2985,Seat Stays,,,,,,0,0,t,,Unassigned,,Uncategorized
533,ST-9828,Seat Tube,,,,,,0,0,t,,Unassigned,,Uncategorized
534,TO-2301,Top Tube,,,,,,0,0,t,,Unassigned,,Uncategorized
535,TP-0923,Tension Pulley,,,,,,0,0,f,,Unassigned,,Uncategorized
679,RC-0291,Rear Derailleur Cage,Silver,,,,,0,0,f,,Unassigned,,Uncategorized
680,FR-R92B-58,"HL Road Frame - Black, 58",Black,58,R ,H ,U ,1431.5,1059.31,t,14,Road Frames,2,Components
706,FR-R92R-58,"HL Road Frame - Red, 58",Red,58,R ,H ,U ,1431.5,1059.31,t,14,Road Frames,2,Components
707,HL-U509-R,"Sport-100 Helmet, Red",Red,,S ,,,34.99,13.0863,f,31,Helmets,4,Accessories
708,HL-U509,"Sport-100 Helmet, Black",Black,,S ,,,34.99,13.0863,f,31,Helmets,4,Accessories
709,SO-B909-M,"Mountain Bike Socks, M",White,M,M ,,U ,9.5,3.3963,f,23,Socks,3,Clothing
710,SO-B909-L,"Mountain Bike Socks, L",White,L,M ,,U ,9.5,3.3963,f,23,Socks,3,Clothing
711,HL-U509-B,"Sport-100 Helmet, Blue",Blue,,S ,,,34.99,13.0863,f,31,Helmets,4,Accessories
712,CA-1098,AWC Logo Cap,Multi,,S ,,U ,8.99,6.9223,f,19,Caps,3,Clothing
713,LJ-0192-S,"Long-Sleeve Logo Jersey, S",Multi,S,S ,,U ,49.99,38.4923,f,21,Jerseys,3,Clothing
714,LJ-0192-M,"Long-Sleeve Logo Jersey, M",Multi,M,S ,,U ,49.99,38.4923,f,21,Jerseys,3,Clothing
715,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Multi,L,S ,,U ,49.99,38.4923,f,21,Jerseys,3,Clothing
716,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Multi,XL,S ,,U ,49.99,38.4923,f,21,Jerseys,3,Clothing
717,FR-R92R-62,"HL Road Frame - Red, 62",Red,62,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
718,FR-R92R-44,"HL Road Frame - Red, 44",Red,44,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
719,FR-R92R-48,"HL Road Frame - Red, 48",Red,48,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
720,FR-R92R-52,"HL Road Frame - Red, 52",Red,52,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
721,FR-R92R-56,"HL Road Frame - Red, 56",Red,56,R ,H ,U ,1431.5,868.6342,t,14,Road Frames,2,Components
722,FR-R38B-58,"LL Road Frame - Black, 58",Black,58,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
723,FR-R38B-60,"LL Road Frame - Black, 60",Black,60,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
724,FR-R38B-62,"LL Road Frame - Black, 62",Black,62,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
725,FR-R38R-44,"LL Road Frame - Red, 44",Red,44,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
726,FR-R38R-48,"LL Road Frame - Red, 48",Red,48,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
727,FR-R38R-52,"LL Road Frame - Red, 52",Red,52,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
728,FR-R38R-58,"LL Road Frame - Red, 58",Red,58,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
729,FR-R38R-60,"LL Road Frame - Red, 60",Red,60,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
730,FR-R38R-62,"LL Road Frame - Red, 62",Red,62,R ,L ,U ,337.22,187.1571,t,14,Road Frames,2,Components
731,FR-R72R-44,"ML Road Frame - Red, 44",Red,44,R ,M ,U ,594.83,352.1394,t,14,Road Frames,2,Components
732,FR-R72R-48,"ML Road Frame - Red, 48",Red,48,R ,M ,U ,594.83,352.1394,t,14,Road Frames,2,Components
733,FR-R72R-52,"ML Road Frame - Red, 52",Red,52,R ,M ,U ,594.83,352.1394,t,14,Road Frames,2,Components
734,FR-R72R-58,"ML Road Frame - Red, 58",Red,58,R ,M ,U ,594.83,352.1394,t,14,Road Frames,2,Components
735,FR-R72R-60,"ML Road Frame - Red, 60",Red,60,R ,M ,U ,594.83,352.1394,t,14,Road Frames,2,Components
736,FR-R38B-44,"LL Road Frame - Black, 44",Black,44,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
737,FR-R38B-48,"LL Road Frame - Black, 48",Black,48,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
738,FR-R38B-52,"LL Road Frame - Black, 52",Black,52,R ,L ,U ,337.22,204.6251,t,14,Road Frames,2,Components
739,FR-M94S-42,"HL Mountain Frame - Silver, 42",Silver,42,M ,H ,U ,1364.5,747.2002,t,12,Mountain Frames,2,Components
740,FR-M94S-44,"HL Mountain Frame - Silver, 44",Silver,44,M ,H ,U ,1364.5,706.811,t,12,Mountain Frames,2,Components
741,FR-M94S-52,"HL Mountain Frame - Silver, 48",Silver,48,M ,H ,U ,1364.5,706.811,t,12,Mountain Frames,2,Components
742,FR-M94S-46,"HL Mountain Frame - Silver, 46",Silver,46,M ,H ,U ,1364.5,747.2002,t,12,Mountain Frames,2,Components
743,FR-M94B-42,"HL Mountain Frame - Black, 42",Black,42,M ,H ,U ,1349.6,739.041,t,12,Mountain Frames,2,Components
744,FR-M94B-44,"HL Mountain Frame - Black, 44",Black,44,M ,H ,U ,1349.6,699.0928,t,12,Mountain Frames,2,Components
745,FR-M94B-48,"HL Mountain Frame - Black, 48",Black,48,M ,H ,U ,1349.6,699.0928,t,12,Mountain Frames,2,Components
746,FR-M94B-46,"HL Mountain Frame - Black, 46",Black,46,M ,H ,U ,1349.6,739.041,t,12,Mountain Frames,2,Components
747,FR-M94B-38,"HL Mountain Frame - Black, 38",Black,38,M ,H ,U ,1349.6,739.041,t,12,Mountain Frames,2,Components
748,FR-M94S-38,"HL Mountain Frame - Silver, 38",Silver,38,M ,H ,U ,1364.5,747.2002,t,12,Mountain Frames,2,Components
749,BK-R93R-62,"Road-150 Red, 62",Red,62,R ,H ,U ,3578.27,2171.2942,t,2,Road Bikes,1,Bikes
750,BK-R93R-44,"Road-150 Red, 44",Red,44,R ,H ,U ,3578.27,2171.2942,t,2,Road Bikes,1,Bikes
751,BK-R93R-48,"Road-150 Red, 48",Red,48,R ,H ,U ,3578.27,2171.2942,t,2,Road Bikes,1,Bikes
752,BK-R93R-52,"Road-150 Red, 52",Red,52,R ,H ,U ,3578.27,2171.2942,t,2,Road Bikes,1,Bikes
753,BK-R93R-56,"Road-150 Red, 56",Red,56,R ,H ,U ,3578.27,2171.2942,t,2,Road Bikes,1,Bikes
754,BK-R68R-58,"Road-450 Red, 58",Red,58,R ,M ,U ,1457.99,884.7083,t,2,Road Bikes,1,Bikes
755,BK-R68R-60,"Road-450 Red, 60",Red,60,R ,M ,U ,1457.99,884.7083,t,2,Road Bikes,1,Bikes
756,BK-R68R-44,"Road-450 Red, 44",Red,44,R ,M ,U ,1457.99,884.7083,t,2,Road Bikes,1,Bikes
757,BK-R68R-48,"Road-450 Red, 48",Red,48,R ,M ,U ,1457.99,884.7083,t,2,Road Bikes,1,Bikes
758,BK-R68R-52,"Road-450 Red, 52",Red,52,R ,M ,U ,1457.99,884.7083,t,2,Road Bikes,1,Bikes
759,BK-R50R-58,"Road-650 Red, 58",Red,58,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
760,BK-R50R-60,"Road-650 Red, 60",Red,60,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
761,BK-R50R-62,"Road-650 Red, 62",Red,62,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
762,BK-R50R-44,"Road-650 Red, 44",Red,44,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
763,BK-R50R-48,"Road-650 Red, 48",Red,48,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
764,BK-R50R-52,"Road-650 Red, 52",Red,52,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
765,BK-R50B-58,"Road-650 Black, 58",Black,58,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
766,BK-R50B-60,"Road-650 Black, 60",Black,60,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
767,BK-R50B-62,"Road-650 Black, 62",Black,62,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
768,BK-R50B-44,"Road-650 Black, 44",Black,44,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
769,BK-R50B-48,"Road-650 Black, 48",Black,48,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
770,BK-R50B-52,"Road-650 Black, 52",Black,52,R ,L ,U ,782.99,486.7066,t,2,Road Bikes,1,Bikes
771,BK-M82S-38,"Mountain-100 Silver, 38",Silver,38,M ,H ,U ,3399.99,1912.1544,t,1,Mountain Bikes,1,Bikes
772,BK-M82S-42,"Mountain-100 Silver, 42",Silver,42,M ,H ,U ,3399.99,1912.1544,t,1,Mountain Bikes,1,Bikes
773,BK-M82S-44,"Mountain-100 Silver, 44",Silver,44,M ,H ,U ,3399.99,1912.1544,t,1,Mountain Bikes,1,Bikes
